id,title,dis,com,htype,rty,fit,flo,sumflo,pri,lab
2271,禾嘉国际 ,梁溪区,北大街,2室2厅,整租,精装修,14,24层,2100,市中心 禾嘉国际精品公寓 高品质生活住宅 开启你的品质之旅
2272,金太湖国际城 ,梁溪区,北大街,1室1厅,整租,精装修,20,32层,900,北大街 康桥丽景 梨花家园 欧风 金太湖精装公寓 设施齐全
2273,吉祥国际花园三期 ,新吴区,硕放,1室1厅,整租,精装修,6,7层,1000,酒店式单身公寓 精装修 家电齐全 一号可看房 仅此一套。
2274,长江大厦 ,新吴区,旺庄,1室1厅,整租,精装修,12,32层,1600,新区 宝龙附近精装 天然气公寓房 领包入住  家电齐全
2275,清扬康臣 ,梁溪区,扬名,2室2厅,整租,精装修,9,33层,2800,清扬康臣好房出租，精装两房，周边配套齐全，拎包入住
2276,魅力万科城酩悦 ,滨湖区,太湖新城,2室2厅,整租,精装修,15,18层,1600,万科精装两房 南北通透 交通便利 环境优美 拎包入住
2277,周新苑(五期) ,滨湖区,太湖新城,2室2厅,整租,精装修,12,19层,1800,周新苑精装两房 随时看房 近地铁口 海岸城 配套齐全
2278,五河苑一期 ,梁溪区,黄巷,3室1厅,整租,精装修,5,6层,1500,《U房置业实拍》五河苑 精装 三室一厅 配套齐全拎包入住
2279,万科金域缇香 ,新吴区,长江路,2室2厅,整租,精装修,13,30层,2700,居住环境，地段决定着升~值的重要因素，地段，地段，还是地段
2280,凤宾家园 ,梁溪区,黄巷,3室2厅,整租,中等装修,6,11层,3000,凤宾家园三房 101医院旁 设施齐全 电梯房 中间楼层随时看
2281,锡景苑 ,滨湖区,河埒口,2室1厅,整租,精装修,8,19层,1800,万达 四院旁 锡景苑 精装两房 南北通风
2282,华夏世纪锦园 ,锡山区,安镇,2室2厅,整租,精装修,9,11层,1400,集万千宠爱于一生，只为等你。华夏世纪锦园，精装两房，等你入住
2283,溪北新村 ,滨湖区,河埒口,1室1厅,整租,精装修,3,6层,1000,万达旁 溪北新村 精装两房 设施齐全 采光好
2284,阳光100国际新城 ,惠山区,天一新城,2室1厅,整租,中等装修,2,5层,1500,《u房置业实拍》阳光100 精装两房 拎包入住
2285,新安花苑一区 ,新吴区,新安,3室2厅,整租,简单装修,2,6层,1100,新安花苑 户型方正 南北通透 性价比  高 感觉就是那么的好
2286,华厦清水湾 ,惠山区,惠山新城,3室2厅,合租,中等装修,2,5层,500,万达对面 采光通风效果好 干净舒适 拎包入住
2287,赛维拉公寓 ,锡山区,东亭,1室1厅,整租,精装修,13,17层,1100,锡山区 赛维拉单身公寓 照片真实 家具齐全 拎包即住
2288,无锡恒大财富中心 ,滨湖区,太湖新城,1室1厅,整租,精装修,17,27层,6900,恒大财富中心，精装商/住两用楼，全屋落地窗，家电齐，看房随时
2289,周新苑(五期) ,滨湖区,太湖新城,2室2厅,整租,精装修,11,24层,1600,《U房置业实拍》周新苑精装两房 一梯两户 家具家电齐全 诚租
2290,美新玫瑰庄园 ,新吴区,江溪,2室2厅,整租,精装修,4,28层,1950,新区好房美新瑰玫新出精装二房 欧式风格 配套齐全温馨舒适
2291,阳光嘉园 ,滨湖区,河埒口,2室2厅,整租,毛坯,4,33层,3500,阳光嘉园豪华精装修 3500 邻万达 地铁 家具齐全 拎包入
2292,优族联盟 ,梁溪区,崇安寺,1室1厅,整租,精装修,15,32层,1400,强势来袭！！崇安寺附近优族联盟温馨小窝 户型正采光无敌 拎包
2293,落霞苑第二社区 ,滨湖区,太湖新城,2室2厅,整租,精装修,7,15层,1600,南湖家园旁、落霞苑：婚装大两房、通透户型、全新家电家具、整租
2294,新安花苑一区 ,新吴区,新安,2室1厅,整租,中等装修,2,6层,1800,"新安花苑靠近530,大桥小学，软件园"
2295,世贸首府 ,梁溪区,北大街,2室2厅,整租,毛坯,12,45层,2200,无锡站附近世贸精装两室 自住装修 生活配套齐全  看房方便
2296,阳光100国际新城 ,惠山区,天一新城,2室2厅,整租,毛坯,5,18层,1600,《U房置业实拍》阳光100精装2房，东西齐全，拎包入住
2297,长江国际泓园 ,新吴区,长江路,2室2厅,整租,精装修,15,32层,3000,新区长江国际泓园 精装2房 小区环境好 物业责任心强 诚租
2298,宝龙国际公寓 ,新吴区,长江路,1室1厅,整租,毛坯,12,20层,1300,找房烦，搬家麻烦，长江路宝龙公寓，房源众多，看中即搬
2299,东风家园 ,梁溪区,江海,2室2厅,整租,精装修,15,33层,1700,学前东路 大统华旁 东风家园 精装两室两厅 出租 拎包入住
2300,永胜新村 ,梁溪区,清名桥,1室0厅,整租,简单装修,3,6层,1050,太湖大道招商城塘南新村永胜新村  新区上班方便 中间楼层
2301,南湖家园北区 ,滨湖区,太湖新城,2室1厅,整租,精装修,10,31层,1600,《U房实拍》房东自住两房 南湖家园 家具家电齐全 临近地铁
2302,海岸城郦园 ,滨湖区,太湖新城,4室2厅,整租,精装修,5,26层,3800,海岸城精装大四房出租 随时看房 家具家电齐全拎包入住交通便利
2303,万科2期 ,滨湖区,太湖新城,2室2厅,整租,精装修,5,12层,2000,有家置业   万科二期    真实照片  随时看房
2304,迎溪桥小区 ,梁溪区,崇安寺,3室2厅,整租,精装修,5,7层,2600,迎溪桥精装2房近恒隆广场日晖巷三阳广场地铁站旁
2305,恒大绿洲(西区) ,锡山区,东亭,3室2厅,整租,精装修,23,32层,3000,东亭南路恒大绿洲精装三房家具家电齐全新小区环境好随时看
2306,蔚蓝观邸 ,梁溪区,黄巷,1室1厅,整租,精装修,16,32层,1400,市中心附近震撼来袭 蔚蓝观邸 精装一室 温馨浪漫 全新装修急
2307,水乡苑四区 ,滨湖区,太湖新城,2室2厅,整租,豪华装修,23,27层,2800,水乡苑精装两房出租 随时看房 户型方正 中间楼层 交通便利
2308,清扬御庭 ,梁溪区,清名桥,3室2厅,整租,精装修,17,18层,3000,南长区人民医院地铁站旁，清扬御庭3房，拎包入住，精装修
2309,仙蠡墩家园 ,滨湖区,河埒口,3室2厅,整租,精装修,14,27层,2500,诚租！仙蠡墩电梯3房！精装全配、打扫干净、看中即可拎包入住！
2310,爱家金河湾 ,梁溪区,广丰,1室1厅,整租,精装修,10,32层,2000,爱家金河湾精装一室 温馨出租 采光好户型佳靠经酒吧街拎包入住
2311,香楠佳苑 ,新吴区,硕放,2室1厅,整租,简单装修,1,11层,1000,香楠佳苑 两室的楼层好 价格实惠 看房方便 看房方便
2312,宝龙国际公寓 ,新吴区,长江路,1室1厅,整租,精装修,4,7层,1300,宝龙精装单身公寓，家电齐全，刚出来的新房子，赶紧看过来！
2313,苏宁雅悦国际公寓 ,梁溪区,崇安寺,2室2厅,整租,豪华装修,40,52层,9000,崇安寺 三阳百盛旁苏宁雅悦豪装两房 空房 可做工作室 包物业
2314,万科新酩悦 ,滨湖区,太湖新城,3室2厅,整租,精装修,12,18层,3800,万科新酩悦精装三房 自住婚房 诚心出租 紧靠华润万家随时看房
2315,万科新酩悦 ,滨湖区,太湖新城,3室2厅,整租,豪华装修,16,23层,3800,万科酩悦豪装三房南北通透 全天采光  近太湖国际  万象城
2316,苏宁悦城南区 ,滨湖区,太湖新城,3室2厅,整租,精装修,15,32层,2800,诚租 苏宁悦城全新装修三室采光无遮挡南北通锡师附小金匮公园
2317,胜利新村 ,滨湖区,河埒口,2室1厅,整租,简单装修,5,6层,1000,胜利新村简单装修2室 基础家电齐全 采光好 拎包住
2318,西映山河 ,梁溪区,崇安寺,2室2厅,整租,精装修,1,6层,1900,实拍映山华庭旁西映山河 精装两房拎包入住出门是保利广场酒吧街
2319,爱家金河湾 ,梁溪区,广丰,2室2厅,整租,精装修,21,35层,2350,爱家金河湾温馨两房 小区绿化治安好靠市中心家电齐全拎包入住
2320,仙河苑三期东区 ,滨湖区,太湖新城,3室2厅,整租,精装修,12,18层,2350,仙河苑 精装大三房 南北通透 拎包入住 随时看房 近丰裕苑
2321,前进花园B区 ,新吴区,长江路,2室2厅,整租,精装修,11,15层,2000,前进花园 全新精装电梯两房 家具家电齐全 拎包即住 钥匙房
2322,瑞星家园(西区40-168) ,滨湖区,太湖新城,2室2厅,合租,精装修,5,6层,1600,瑞星家园，精装修出租，拎包入住，家具家电齐全可做饭慢无
2323,朗诗未来之家A区 ,梁溪区,金星,3室2厅,整租,精装修,3,28层,6800,朗诗未来之家科技住宅、精装修三房、包物业车位、房东出国急租
2324,华盛苑 ,滨湖区,太湖新城,3室2厅,整租,毛坯,10,26层,2200,华盛苑精装三房 全新家私电器 近万象城 东降街道 可拎包入住
2325,金太湖国际城 ,梁溪区,北大街,1室1厅,整租,精装修,21,33层,1650,欧风街金太湖一室出租 家电齐全 拎包入住
2326,五河新村 ,梁溪区,黄巷,2室1厅,整租,精装修,2,6层,1200,欧风街沿线，凤翔高架。家乐福旁，清爽装修，拎包入住
2327,周新苑(四期) ,滨湖区,太湖新城,3室2厅,整租,毛坯,11,18层,2300,周新苑精装大三室出租，采光好，温馨舒适 房源 实景照片
2328,苏宁天御广场 ,梁溪区,黄巷,2室2厅,整租,精装修,10,22层,2600,金太湖旁，苏宁天御广场精装2居室，干净清爽，拎包即住，诚心租
2329,天鹅湖花园B区 ,滨湖区,太湖新城,2室1厅,整租,精装修,12,32层,2200,《U房置业实拍》南湖家园精装两房，临近地铁口干净整洁拎包入住
2330,咏硕苑 ,新吴区,硕放,3室2厅,整租,精装修,4,6层,1900,咏硕苑精装三房家电齐全随时看房随时入住，位置好
2331,明发国际新城东区 ,惠山区,天一新城,3室2厅,合租,精装修,7,16层,800,《U房置业实拍》精装三房，单间出租，拎包入住。
2332,金科观天下 ,梁溪区,上马墩,2室1厅,整租,精装修,16,32层,1500,强势来袭！！金科观天下温馨小窝 家电家具齐全 楼下地铁口
2333,金匮苑 ,梁溪区,扬名,2室1厅,整租,精装修,11,21层,1800,金匮苑精装两房近五星家园清扬康臣电梯房，交通便利拎包入住
2334,铭城花园 ,新吴区,长江路,2室2厅,整租,精装修,7,33层,2500,铭城花园 环境优美 交通便利 设施齐全 采光好 南北通透
2335,理想城市花园 ,惠山区,惠山新城,2室2厅,整租,精装修,1,11层,2200,理想城市花园 温馨两房 居家装修 拎包入住 家电配齐 手慢无
2336,五度领寓 ,惠山区,钱桥,3室2厅,整租,中等装修,7,7层,1500,五度领寓复式精装好房 家电齐全 性价比高 房东诚租 随时看房
2337,华润橡树湾(二期) ,惠山区,惠山新城,3室2厅,合租,精装修,17,33层,2800,精装大三房 南北通透 婚房装修 中间楼层 拎包即可入住
2338,万宇花半里 ,新吴区,梅村,2室1厅,整租,精装修,4,11层,1600,花半里精装两房出租.设施齐全.房东自住房.急租.拎包包就住
2339,融创花溪美墅(三期) ,滨湖区,太湖新城,2室2厅,整租,精装修,5,32层,2000,9.6号融创熙园七期、景观不错、环境优美靠近江南大学先到先得
2340,德溪路小区 ,梁溪区,迎龙桥,3室2厅,整租,中等装修,3,6层,2500,五爱路德溪路小区三房，近五爱广场地铁口百脑汇嘉德广场，拎包住
2341,新安花苑二区 ,新吴区,新安,2室1厅,整租,精装修,3,6层,1200,新安花园二区 整租房，没有停车费物业费，交通生活很方便。随看
2342,东鼎家园 ,新吴区,江溪,3室2厅,整租,精装修,5,18层,2200,东鼎jia园新出三房两厅，价格超ji低，来晚就没了
2343,民丰苑 ,梁溪区,黄巷,3室2厅,整租,精装修,9,18层,1900,1号线出口，出门就是公交站台，生活很方便，居家装修，拎包入住
2344,甲壳虫2933小区 ,梁溪区,广益,1室1厅,整租,精装修,19,33层,1200,哥伦布广场附近 甲壳虫 单身公寓 紧邻广益地铁口 真实房源
2345,梅荆花苑六期 ,新吴区,梅村,3室2厅,合租,毛坯,10,15层,2200,靠近古镇，风景美，房屋宽敞明亮，家电齐全拎包即住。
2346,魅力万科城一区 ,滨湖区,太湖新城,3室2厅,合租,精装修,4,6层,4000,万科精装，三房两厅两卫2阳台，品牌装修干净舒适，采光好方便
2347,江海新村 ,梁溪区,江海,3室1厅,整租,简单装修,4,7层,1800,江海新村 大三房 便宜出租 性价比高 经济实惠！
2348,无锡奥林匹克花园 ,惠山区,惠山新城,2室2厅,整租,精装修,18,20层,2000,奥林精装楼房出租 房型好位置优 全天采光无遮挡 惠山全景
2349,金福北苑 ,锡山区,东亭,2室2厅,整租,精装修,4,8层,1800,东亭庄桥地铁口金福北苑精装两房，真实图片，真实房源，拎包入住
2350,阳光100国际新城 ,惠山区,天一新城,2室1厅,整租,中等装修,20,30层,1700,《U房置业实拍》阳光100新城，居家二房，有钥匙鹅随时看
2351,万达公寓 ,滨湖区,河埒口,1室1厅,整租,精装修,15,25层,1500,万达公寓精装一室设施全靠近地铁口万达广场四院阳光嘉园富安华庭
2352,海岸城馨园 ,滨湖区,太湖新城,2室2厅,整租,精装修,16,32层,2350,海岸城婚装两房 品质小区 近海岸城 地铁口 八方汇 自住装修
2353,周新苑(五期) ,滨湖区,太湖新城,3室2厅,整租,精装修,5,18层,2300,刚刚拍照 周新苑自住装修大三房 出行方便 配套齐全，随时看
2354,海岸城馨园 ,滨湖区,太湖新城,2室2厅,整租,精装修,16,30层,2500,海岸城精装两房 保养好采光好 八方汇市民中心金桥金匮公园地铁
2355,瑜憬湾 ,滨湖区,河埒口,2室2厅,整租,精装修,12,33层,2600,瑜憬湾近金色江南怡景花园环湖苑环境优雅精装两室拎包入住急租
2356,嘉禾一方 ,新吴区,梅村,3室2厅,整租,精装修,9,12层,3000,嘉禾一方全明精装三房装修好带空调室内温馨干净拎包入住
2357,叙丰家园 ,新吴区,长江路,2室2厅,整租,精装修,12,32层,1600,叙丰家园 长江路婚装新房*出租 家电齐全
2358,宝龙国际公寓 ,新吴区,长江路,1室1厅,整租,豪华装修,12,25层,1100,长江路 润泽雅居 房东自住豪装家电齐全首租包物业 拎包即住
2359,华润橡树湾(一期) ,惠山区,惠山新城,2室2厅,整租,精装修,5,18层,1600,橡树湾，豪装三房，1600包物业，拎包入住！首，次出租！
2360,香梅花园 ,新吴区,梅村,3室2厅,整租,精装修,5,11层,2300,香梅花园精装三房出租.设施齐全.房东自住房.性价比还不错急租
2361,中大诺卡小镇 ,锡山区,东亭,2室2厅,整租,精装修,13,18层,2200,实拍诺卡小镇 精装两房一口价限时出租 家电齐全房东急租手慢无
2362,绿地波士顿公馆 ,惠山区,惠山新城,2室2厅,整租,精装修,32,33层,2100,绿地世纪城 精装2房 两房朝南 家电齐全拎包入住 看中就来吧
2363,五河新村 ,梁溪区,黄巷,3室1厅,整租,中等装修,3,6层,2200,黄巷五河新村中层三房，房子很干净，家具家电齐全，拎包入住
2364,芦庄六区(东区) ,滨湖区,太湖新城,1室1厅,整租,毛坯,5,6层,1000,芦庄六区精装一室设施齐全菜场交通便利随时入住整租整租
2365,金科观天下 ,梁溪区,上马墩,2室1厅,整租,精装修,16,30层,2500,金科观天下精装两室出租 家具家电齐全 交通便利近靖海站拎包住
2366,天鹅湖花园B区 ,滨湖区,太湖新城,3室2厅,整租,精装修,1,11层,3500,天鹅湖精装三房，家具家电齐全 可以直接拎包入住
2367,万科金域缇香 ,新吴区,长江路,3室2厅,整租,精装修,3,6层,2000,新区附近，新上房源出租，看房方便，有钥匙，拎包入住，便宜
2368,长江大厦 ,新吴区,旺庄,1室1厅,整租,精装修,20,30层,1800,长江大厦精装单身公寓出租，家电齐全。拎包入住，好房不等人
2369,爱家金河湾 ,梁溪区,广丰,1室0厅,整租,精装修,22,33层,700,《U房置业实拍》 爱家金河湾 酒店式公寓 家电齐全 拎包入住
2370,海岸城馨园 ,滨湖区,太湖新城,2室2厅,整租,精装修,10,32层,2000,海岸城自住精装修 家电齐全 采光好 包物业 随时看房
2371,爱家金河湾 ,梁溪区,广丰,1室1厅,整租,精装修,15,33层,1600,火车站 近市中心 近酒吧街 精装一室一厅 家电齐全 甜蜜温馨
2372,长江国际雅园 ,新吴区,长江路,1室1厅,整租,精装修,15,28层,2600,白领公寓 高端小区 环境优美 拎包入住 装修豪华
2373,周新苑(四期) ,滨湖区,太湖新城,1室1厅,合租,精装修,4,30层,800,全新装修！周新苑四期精装好房 拎包入住配套完善 看房方便
2374,万科东郡 ,新吴区,长江路,2室2厅,整租,精装修,15,33层,3000,万科东郡 有钥匙 精装大两房 干净整洁 精装全配  拎包入住
2375,君域豪庭 ,新吴区,鸿山,3室1厅,整租,精装修,12,18层,1400,君域豪庭 精装三房 家电齐全 免费网络 随时看房
2376,北桥人家 ,滨湖区,河埒口,2室1厅,整租,精装修,4,6层,1500,新体旁 北桥人家 精装两房 设施比较完善 性价比高
2377,爱家金河湾 ,梁溪区,广丰,2室1厅,整租,精装修,19,32层,1800,火车站酒吧街附近爱家金河湾高档小区温馨舒适拎包入住无敌采光急
2378,太湖花园东区 ,新吴区,长江路,3室2厅,整租,毛坯,1,6层,2100,太湖花园精装三房2100 可合租 包物业 班车必经之路 急租
2379,管社山家园 ,滨湖区,梅园,2室1厅,整租,精装修,8,11层,1300,管社山家园 精装两房 家电齐全 中间楼层 拎包入住 随时看房
2380,宝龙国际公寓 ,新吴区,长江路,1室1厅,整租,精装修,7,9层,1400,新区 宝龙城市广场 单身公寓 手里房源多呀多 多呀多 要的来
2381,融创熙园(二期) ,滨湖区,太湖新城,3室2厅,整租,精装修,15,34层,2900,《U房置业实拍》融创熙园精装自住朝南三房  近星光江大地铁口
2382,湖山湾家园A区 ,滨湖区,梅园,2室2厅,整租,精装修,7,11层,1500,湖山湾家园  精装两房 拎包入住  随时看房
2383,太湖国际社区珀丽南岸 ,滨湖区,太湖新城,2室1厅,整租,精装修,15,23层,1980,太湖国际精装两房  家具家电齐全 拎包入住  业主诚心出租
2384,魅力万科城二区 ,滨湖区,太湖新城,3室2厅,整租,精装修,6,11层,2800,魅力万科大三房 精装全配 近博大万象城 价格超低 性价比超高
2385,万达广场 ,滨湖区,河埒口,2室1厅,整租,精装修,15,33层,3100,急租！ 河埒万达旁 万达C区 两房加一书房 采光好 楼层好
2386,海天紫郡 ,新吴区,梅村,2室2厅,整租,毛坯,3,28层,1400,海天紫郡大两房  纯毛坯 房型正 双房朝南 交通方便 可长租
2387,天鹅湖花园A区 ,滨湖区,太湖新城,2室1厅,整租,精装修,13,18层,2500,天鹅湖精装两房 近万科博大 配套齐全 出行购物方便 拎包入住
2388,明发商业广场 ,惠山区,天一新城,1室1厅,整租,精装修,9,25层,1200,天一旁 精装单身公寓 诚心出租
2389,新城尚东雅园 ,新吴区,旺庄,3室2厅,整租,豪华装修,15,34层,2500,长江路 尚东雅园 豪华装修带地暖 对面宝龙广场 首租拎包即住
2390,金科中心 ,梁溪区,江海,3室2厅,整租,精装修,22,34层,3500,欧尚旁边 太湖大道旁小区环境治安好家电齐全拎包入住 金科中心
2391,金色江南天景花园 ,滨湖区,河埒口,2室2厅,整租,精装修,16,18层,2400,金色江南一期天景花园 精装两房 交通便利 拎包入住
2392,融创熙园(三期) ,滨湖区,太湖新城,4室3厅,整租,豪华装修,4,6层,9000,《千家萬户实拍》融创花溪美墅 豪装大别墅 电梯
2393,天鹅湖熙园二期 ,滨湖区,太湖新城,1室1厅,整租,精装修,17,32层,800,江大同学合租房看这里！天鹅湖熙园 包物业网络 拎包入住
2394,春江花园A区 ,锡山区,东亭,3室2厅,整租,精装修,5,6层,2500,春江花园精品好房三室两厅，设施完善，随时看房，拎包入住，，，
2395,南星苑一区 ,新吴区,硕放,2室1厅,合租,精装修,2,3层,750,南星苑一区 朝南大单间 急租  两室一厅其中一间 看房方便
2396,印染新村 ,梁溪区,北大街,4室2厅,整租,精装修,1,2层,3500,印染新村精装别墅，带100平大院子，靠路边可做门面开公司
2397,华侨城景华苑A区 ,滨湖区,蠡湖新城,1室2厅,整租,毛坯,4,7层,1500,华侨城景华苑新出精装一房性价比高周边配套成熟交通便利拎包入住
2398,胜利新村 ,滨湖区,河埒口,2室1厅,整租,精装修,3,5层,2200,胜利新村精装2室 家电齐全 采光好 附近有菜场 购物交通方便
2399,宝龙国际公寓 ,新吴区,长江路,1室1厅,整租,精装修,12,25层,1150,旺庄、长江路宝龙单身公寓，复式挑高，可办公、居住，注 册公司
2400,春江花园A区 ,锡山区,东亭,3室2厅,整租,精装修,5,12层,2800,义诚好房 春江花园一期整租 精装修拎包入住
2401,融创花溪美墅(三期) ,滨湖区,太湖新城,2室2厅,整租,精装修,17,32层,2400,融创熙园大两房 南北通透 户型方正 近江大地铁口 拎包入住
2402,融创熙园(五期南区) ,滨湖区,太湖新城,4室1厅,合租,精装修,8,11层,1900,9.7新出的合租房、先到先得、房子装修不错性价比高配套齐全
2403,魅力万科城酩悦 ,滨湖区,太湖新城,2室1厅,整租,精装修,13,32层,2800,万科精装两房 自住装修 南北通透 近万象城 博大 拎包入住
2404,周新苑(五期) ,滨湖区,太湖新城,2室2厅,整租,精装修,15,22层,1500,《千家万沪实拍》周新苑5期 精装2房 家电齐全 拎包入住
2405,仙河苑二期 ,滨湖区,太湖新城,2室2厅,整租,精装修,11,18层,1500,仙河苑 精装 南北通透温馨舒适 近华莱坞 恒华科技 星光广场
2406,溪南新村南区 ,滨湖区,河埒口,2室1厅,整租,精装修,5,7层,1300,溪南新村 精装两房 近新体 干净清爽 家电齐全 看房方便
2407,爱家金河湾 ,梁溪区,广丰,1室1厅,整租,精装修,21,35层,1500,近酒吧街爱家金河湾 精装舒适大一房 家电齐全 采光无敌哦
2408,盛岸二村 ,梁溪区,山北,2室1厅,整租,中等装修,6,6层,900,《U房置业实拍》盛岸二村两房 装修简约 价优
2409,观山名筑(一期) ,滨湖区,太湖新城,3室2厅,整租,精装修,9,15层,2100,观山名筑精装两房 近锡师附小地铁口  房东自住装修 随时入住
2410,融创熙园九期 ,滨湖区,太湖新城,3室1厅,合租,精装修,10,18层,500,江大东门旁 融创熙园精装合租房 拎包入住
2411,雪溪苑B区(27-46#) ,滨湖区,太湖新城,2室1厅,整租,精装修,4,20层,1400,精装修全新家具，家电，价格美丽，另包入住
2412,前进花园 ,新吴区,江溪,2室2厅,整租,精装修,5,6层,1600,电梯房现代化精装1300 包宽带 只租两天 小年轻看过来 急
2413,黄巷新村 ,梁溪区,黄巷,2室2厅,整租,毛坯,5,6层,1400,黄巷新村精装2房 拎包入住  房东外出急租 随时看房
2414,广益博苑西区 ,梁溪区,广益,2室1厅,整租,精装修,12,26层,1400,广益路哥伦布京东广场附近广益博苑精装两房 地理位置好 拎包住
2415,观山名筑(一期) ,滨湖区,太湖新城,3室2厅,整租,精装修,15,30层,1500,精装三房 家电齐全 近地铁 全新装修 看房有钥匙
2416,万业观山泓郡 ,锡山区,安镇,3室2厅,整租,精装修,23,33层,2300,地铁旁万业精装3室 首租 南北通透 陪读好房
2417,融科玖玖城 ,滨湖区,太湖新城,2室2厅,整租,简单装修,26,34层,2100,融科玖玖派 地铁一号线 金匮公园 市政府旁 生活配套齐全
2418,苏豪国际大厦 ,滨湖区,河埒口,2室2厅,整租,精装修,9,23层,2800,《有家肥仔》9.4发苏豪国际9楼二房精装精装2800
2419,魅力万科城一区 ,滨湖区,太湖新城,2室2厅,整租,精装修,6,18层,2500,魅力万科城一区刚刚出来精装俩房诚心出租看房随时可以
2420,宝龙国际公寓 ,新吴区,长江路,1室1厅,整租,精装修,9,15层,1300,新区宝龙公寓 精装修 拎包即住 周六看房！
2421,万科新酩悦 ,滨湖区,太湖新城,3室2厅,整租,精装修,4,11层,4000,《万科租售中心》万科新酩悦三房精致装修全齐4000出租
2422,华侨城景华苑B区 ,滨湖区,蠡湖新城,2室2厅,整租,中等装修,4,6层,2500,新体附近华侨城两房 清爽装修 设施齐全 便宜出租
2423,魅力万科城一区 ,滨湖区,太湖新城,1室1厅,整租,精装修,7,8层,2000,万科60平单身公寓，2000元拎包入住，小区配套设施齐全！
2424,阳光嘉园 ,滨湖区,河埒口,2室1厅,整租,毛坯,14,18层,2100,滨湖万达对面、阳光嘉园精装2室1厅、电梯房拎包入住！设施齐全
2425,仙河苑三期东区 ,滨湖区,太湖新城,2室2厅,整租,精装修,8,26层,1600,仙河苑 精装两房 南北通透温馨舒适 近华莱坞 恒华 星光广场
2426,首创悦府 ,新吴区,长江路,2室1厅,整租,精装修,13,30层,2300,U房置业实拍 首创悦府 新装两房 家电齐全 拎包入住
2427,桃源居 ,滨湖区,河埒口,2室1厅,整租,毛坯,8,16层,1800,新出 万达广场附近 桃源居 精装2房 老太底价出租 拎包入住
2428,华夏世纪锦园 ,锡山区,安镇,4室1厅,整租,中等装修,12,18层,1500,锡山安镇华夏世纪锦园中装四室南北通透位置好采光好交通便利
2429,宝龙国际公寓 ,新吴区,长江路,1室1厅,整租,精装修,16,32层,1700,宝龙公寓  家电齐全 交通便利 便宜还包物业 拎包就可住
2430,嘉德花园 ,梁溪区,北大街,1室1厅,整租,精装修,15,31层,1700,嘉德花园市中心 温馨大一房 环境优雅 交通便利 采光无敌
2431,青山三村 ,滨湖区,河埒口,2室2厅,整租,精装修,4,6层,1200,青山三村，南北通透，家电齐全，精装修，空气清晰，随时随地看房
2432,惠峰新村 ,梁溪区,山北,1室1厅,整租,简单装修,4,6层,800,北塘区 盛岸路 二泉花园旁 一室一厅 中间楼层 拎包入住
2433,太湖国际社区星辉塞纳 ,滨湖区,太湖新城,2室2厅,整租,精装修,11,18层,2400,太湖国际 家具家电齐全 南北通透两房 近万象城 购物方便
2434,第一国际三期 ,新吴区,江溪,1室1厅,整租,精装修,3,26层,1200,第壹国际 精装一室 家具家电齐全 拎包入住
2435,融科玖玖城 ,滨湖区,太湖新城,2室2厅,整租,精装修,15,32层,2550,秒租好房！楼下就是地鉄 业主自住大两房装修非常棒 实地看更好
2436,景秀苑 ,滨湖区,太湖新城,4室2厅,整租,精装修,1,3层,4800,新体中心附近，景秀苑三层独栋别墅，精装修可做办公
2437,万科金域缇香 ,新吴区,长江路,2室2厅,整租,精装修,1,5层,3500,万科金域缇香一楼带院子 中央空调 全房水暖 家电齐全 随时看
2438,保利中央公园 ,新吴区,长江路,3室2厅,整租,毛坯,16,21层,3300,长江路 保利公园 精装修大三房3300包物业，急租实拍
2439,梨花家园 ,梁溪区,黄巷,3室1厅,整租,精装修,11,32层,1800,近酒吧街火车站旁梨花家园 欧式豪装大三房 家电齐全 看房方便
2440,香梅人家 ,新吴区,梅村,3室2厅,整租,精装修,12,15层,2150,香梅人家精装三室，家电齐全，第1次出租，拎包入住，随时看房
2441,叙康里南区 ,新吴区,长江路,2室2厅,整租,精装修,2,6层,1450,长江路地铁口叙康里新出两房楼层好采光好家具家电齐全看房随时
2442,塔影一村 ,梁溪区,上马墩,2室1厅,整租,精装修,3,7层,1200,维特热租 上马墩地铁口 两房 价格便宜 配套齐全 拎包入住
2443,魅力万科城二区 ,滨湖区,太湖新城,3室3厅,整租,精装修,7,18层,3500,魅力万科 实木家具装修 近育红学校 随时看房 配套成熟 急~
2444,叙丰家园 ,新吴区,长江路,1室1厅,整租,精装修,2,12层,950,新区 叙丰家园 1室精装  户型方正 采光好 拎包入住
2445,融创熙园五期 ,滨湖区,太湖新城,4室2厅,整租,精装修,18,32层,10000,《U房置业实拍》融创熙园 家具家电齐全 品牌装修 随时看房
2446,万科信成道二期 ,滨湖区,太湖新城,3室2厅,整租,精装修,26,29层,4500,万科信成道精装三房全新未入住家具家电齐全看房方便
2447,锡景苑 ,滨湖区,河埒口,2室2厅,整租,精装修,15,18层,1750,锡景苑新出精装两室周边设施齐全温馨舒适干净整齐楼层好
2448,新安花苑三区 ,新吴区,新安,2室2厅,合租,精装修,3,6层,600,新安花苑 精装两房家电齐全 出门交通便利两房朝南 随时看房
2449,爱家金河湾 ,梁溪区,广丰,2室1厅,整租,精装修,10,32层,1800,强势来袭！！火车站酒吧街爱家金河湾精装大两房 装修给力拎包住
